property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,smart world orchard,sector 61,2.2,14203.0,3.0,3.0,2,4.0,New Property,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,516.3333333333334
flat,godrej air,sector 85,1.05,10606.0,2.0,2.0,1,15.0,Under Construction,97.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,495.0
house,independent,sohna road road,1.2,22305.0,1.0,4.0,3+,4.0,Old Property,535.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,538.0
flat,supertech araville,sector 79,0.9,5882.0,2.0,2.0,3,5.0,Relatively New,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,765.0
flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,2,2.0,Relatively New,905.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,500.0
flat,aipl zen residences,sector 70a,1.25,9905.0,2.0,2.0,3,19.0,Relatively New,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0
flat,smart world orchard,sector 61,1.47,12783.0,2.0,2.0,2,4.0,Under Construction,1278.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,575.0
flat,signature global park,sohna road,0.9,8036.0,3.0,2.0,2,2.0,Under Construction,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,373.3333333333333
house,jacob pura,sector 12,0.35,9722.0,2.0,1.0,0,2.0,Old Property,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
flat,ramprastha the edge towers,sector 37d,1.1,5528.0,3.0,3.0,3,9.0,Relatively New,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,663.3333333333334
flat,pioneer araya,sector 62,9.95,20996.0,4.0,6.0,3,12.0,Relatively New,3933.0,0.0,1.0,0.0,1.0,0.0,1.0,138.0,1184.75
flat,vatika sovereign park,sector 99,2.45,8813.0,3.0,4.0,3,1.0,New Property,2516.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,926.6666666666666
flat,mapsko mount ville,sector 79,1.2,8054.0,3.0,3.0,3,24.0,Relatively New,1348.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,496.6666666666667
flat,paras dews,sector 106,1.42,6030.0,4.0,6.0,3+,11.0,Relatively New,2131.0,0.0,1.0,0.0,0.0,0.0,0.0,143.0,588.75
flat,conscient one,sector 109,1.7,17617.0,1.0,1.0,2,9.0,Relatively New,965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.0
flat,sahara grace,sector 28,4.3,12421.0,3.0,4.0,3,5.0,Old Property,3133.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,1154.0
flat,m3m soulitude,sector 89,1.32,16923.0,3.0,3.0,3,1.0,Under Construction,867.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,260.0
house,smart world orchard,sector 61,2.01,13001.0,3.0,3.0,3,4.0,Under Construction,1549.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,515.3333333333334
flat,eldeco accolade,sohna road,1.1,7550.0,3.0,2.0,3,13.0,Relatively New,1319.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,485.6666666666667
house,independent,sector 28,0.7,8102.0,2.0,2.0,0,2.0,Old Property,864.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,432.0
flat,surya vihar rwa,sector 21,1.3,6500.0,5.0,5.0,2,2.0,Old Property,2400.0,1.0,1.0,1.0,0.0,0.0,1.0,42.0,400.0
flat,unitech sunbreeze,sector 69,0.75,6849.0,2.0,2.0,2,4.0,Under Construction,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.5
flat,godrej,sector 79,1.34,8524.0,2.0,2.0,3,2.0,Relatively New,1423.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0,786.0
flat,m3m woodshire,sector 107,1.4,5930.0,3.0,4.0,No,1.0,New Property,2137.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,787.0
flat,silverglades hightown residences,sector 43,4.2,19765.0,3.0,4.0,2,7.0,Under Construction,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,708.3333333333334
flat,bptp terra,sector 37d,1.71,7805.0,3.0,3.0,3+,7.0,Relatively New,2191.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,730.3333333333334
flat,vatika gurgaon,sector 83,0.85,8947.0,2.0,2.0,2,18.0,Moderately Old,1100.0,0.0,0.0,0.0,1.0,0.0,1.0,119.0,475.0
flat,dlf regal gardens,sector 90,1.7,7222.0,4.0,4.0,3+,15.0,Moderately Old,2005.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,588.5
flat,dlf regal gardens,sector 90,1.25,8117.0,3.0,3.0,3,8.0,Relatively New,1640.0,0.0,0.0,0.0,1.0,0.0,0.0,158.0,513.3333333333334
flat,emaar mgf emerald floors premier,sector 65,2.5,15152.0,3.0,3.0,3,3.0,Relatively New,1493.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,550.0
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2.0,2.0,1,0.0,Relatively New,944.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,478.0
flat,dlf the ultima,sector 81,2.35,11233.0,3.0,4.0,3+,18.0,Relatively New,1558.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0,697.3333333333334
flat,tata primanti,sector 72,3.21,16050.0,3.0,4.0,3+,15.0,Relatively New,2140.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,666.6666666666666
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,3.0,3.0,3+,3.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,550.0
house,independent,sector 2,3.0,19268.0,6.0,4.0,3+,3.0,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,259.5
house,independent,sector 14,5.5,16975.0,5.0,4.0,2,2.0,Old Property,3240.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,648.0
house,independent,sector 45,16.0,35003.0,6.0,7.0,3+,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,1.0,105.0,761.8333333333334
flat,dlf new town heights,sector 90,2.0,7334.0,4.0,4.0,3+,20.0,Moderately Old,2468.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,681.75
flat,supertech hilltown,sector 2,0.8,5556.0,3.0,2.0,3,8.0,Moderately Old,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
flat,vatika the seven lamps,sector 82,0.94,6569.0,2.0,2.0,2,12.0,Relatively New,1299.0,1.0,0.0,0.0,0.0,0.0,1.0,103.0,715.5
flat,denso haryana housing society,manesar,0.9,4308.0,3.0,3.0,3+,5.0,Moderately Old,2321.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,696.3333333333334
flat,la vida by tata housing,sector 113,1.35,13990.0,2.0,2.0,3,10.0,New Property,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,482.5
flat,greenopolis,sector 89,0.9,4700.0,3.0,3.0,No,14.0,Under Construction,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,638.3333333333334
flat,m3m skywalk,sector 74,1.4,9831.0,2.0,2.0,2,17.0,New Property,1289.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,712.0
house,independent,sector 7,3.85,14650.0,4.0,4.0,3,3.0,Old Property,2628.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,657.0
flat,vatika city homes,sector 83,1.08,6207.0,3.0,3.0,3,6.0,Relatively New,1537.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0,580.0
flat,emaar digihomes,sector 62,2.45,16003.0,2.0,2.0,2,7.0,New Property,1200.0,1.0,0.0,0.0,0.0,0.0,2.0,174.0,765.5
flat,the close south,sector 50,3.25,12810.0,3.0,4.0,3+,4.0,Old Property,2819.0,0.0,1.0,0.0,0.0,0.0,1.0,135.0,845.6666666666666
flat,emaar mgf the palm drive,sector 66,2.99,14950.0,3.0,3.0,3,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,666.6666666666666
flat,conscient elevate,sector 59,6.75,19882.0,4.0,4.0,2,10.0,New Property,2567.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,848.75
flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4.0,4.0,3+,3.0,New Property,3150.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,787.5
flat,ramprastha skyz,sector 37d,1.2,6000.0,3.0,2.0,1,9.0,Under Construction,1900.0,0.0,1.0,0.0,0.0,1.0,0.0,53.0,666.6666666666666
house,independent,sector 105,1.35,3857.0,5.0,3.0,3,3.0,Moderately Old,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
house,prem kunj,sohna road road,0.5,7407.0,2.0,4.0,3,3.0,Relatively New,725.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,337.5
house,independent,sector 109,1.55,6568.0,3.0,2.0,0,1.0,Relatively New,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.6666666666666
flat,paras dews,sector 106,1.35,7297.0,4.0,4.0,3+,18.0,Relatively New,2100.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,462.5
flat,dlf the ultima,sector 81,2.3,10937.0,3.0,3.0,3+,19.0,Relatively New,1617.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,701.0
flat,city heights,sector 39,1.75,8750.0,3.0,4.0,3,3.0,Old Property,2222.0,0.0,1.0,0.0,0.0,0.0,2.0,42.0,666.6666666666666
flat,tata primanti,sector 72,3.5,11427.0,4.0,5.0,3+,16.0,Relatively New,2625.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,765.75
flat,ansal api celebrity suites,sector 2,0.6,8163.0,1.0,1.0,1,5.0,Moderately Old,665.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,735.0
flat,tata primanti,sector 72,3.4,15561.0,3.0,4.0,3+,9.0,Moderately Old,2185.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,728.3333333333334
flat,satya the hermitage,sector 103,0.8,5517.0,2.0,2.0,No,10.0,Relatively New,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,725.0
flat,experion the heartsong,sector 108,1.2,6826.0,3.0,3.0,3+,10.0,Relatively New,1275.53,1.0,0.0,0.0,0.0,0.0,0.0,93.0,586.0
flat,m3m soulitude,sector 89,1.42,9979.0,3.0,3.0,2,3.0,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,474.3333333333333
flat,signature global synera,sector 81,0.4,6319.0,2.0,2.0,1,12.0,Relatively New,586.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,316.5
flat,la vida by tata housing,sector 113,1.32,10345.0,2.0,2.0,2,3.0,Relatively New,1199.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,638.0
flat,sare crescent parc,sector 92,0.92,4855.0,4.0,5.0,3+,14.0,Moderately Old,1895.0,0.0,0.0,0.0,0.0,0.0,1.0,131.0,473.75
flat,m3m woodshire,sector 107,1.32,6331.0,3.0,3.0,3,10.0,Relatively New,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,695.0
house,vatika signature villas,sector 82,3.2,14350.0,3.0,4.0,3,1.0,New Property,2160.0,1.0,1.0,1.0,1.0,0.0,0.0,66.0,743.3333333333334
flat,mapsko mount ville,sector 79,1.25,7716.0,3.0,3.0,2,1.0,Relatively New,1212.0,1.0,0.0,0.0,1.0,0.0,1.0,166.0,540.0
flat,aipl the peaceful homes,sector 70a,1.6,9587.0,2.0,2.0,2,22.0,Moderately Old,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,834.5
flat,paras dews,sector 106,1.25,11062.0,3.0,4.0,3+,7.0,Relatively New,1186.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0,376.6666666666667
house,independent,sector 4,2.35,16319.0,4.0,4.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,360.0
flat,aipl club residences,sector 70a,0.85,9140.0,2.0,2.0,2,5.0,Relatively New,842.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,465.0
flat,shree vardhman flora,sector 90,0.9,4615.0,3.0,4.0,3,4.0,Relatively New,1765.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,650.0
flat,antriksh green,sector 45,2.25,7826.0,4.0,4.0,2,9.0,Old Property,3194.0,0.0,1.0,0.0,0.0,0.0,2.0,23.0,718.75
flat,dlf ridgewood estate,sector 28,2.0,14599.0,3.0,3.0,1,12.0,Old Property,1240.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,456.6666666666667
flat,sidhartha ncr one phase,sector 95,0.9,4500.0,3.0,3.0,1,15.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,666.6666666666666
flat,ambience creacions,sector 22,2.79,15000.0,3.0,3.0,3,13.0,New Property,1860.0,0.0,0.0,0.0,0.0,0.0,2.0,158.0,620.0
flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,3.0,New Property,1278.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0,575.0
flat,bptp terra,sector 37d,1.79,8981.0,4.0,3.0,3,15.0,Relatively New,1808.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,498.25
flat,antriksh heights,sector 84,0.49,4356.0,2.0,2.0,2,16.0,Relatively New,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,562.5
house,vipul tatvam villa,sector 48,8.5,26235.0,4.0,4.0,1,2.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,810.0
flat,paras dews,sector 106,0.88,6354.0,2.0,2.0,3+,3.0,Relatively New,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,692.5
house,independent,sector 108,1.34,5000.0,1.0,1.0,0,1.0,Relatively New,2680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.0
house,suncity avenue 76,sector 76,0.75,10067.0,2.0,2.0,2,11.0,New Property,745.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,372.5
flat,ats triumph,sector 104,4.45,6846.0,4.0,5.0,3+,27.0,Relatively New,7222.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1625.0
flat,aipl the peaceful homes,sector 70a,2.5,11628.0,3.0,3.0,3+,15.0,Relatively New,1723.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0,716.6666666666666
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2.0,2.0,0,2.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
flat,vipul world,sector 48,1.38,9485.0,3.0,3.0,1,2.0,Relatively New,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,485.0
flat,ss the leaf,sector 85,1.2,9677.0,2.0,2.0,3+,9.0,Relatively New,1491.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0,620.0
house,iffco nagar and 17b rwa,sector 17,3.5,24306.0,2.0,5.0,3,3.0,Old Property,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,720.0
flat,green court,new,0.38,5507.0,2.0,2.0,1,7.0,Under Construction,767.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,345.0
flat,dlf new town heights,sector 86,1.26,6114.0,3.0,3.0,3,5.0,Moderately Old,1747.0,0.0,1.0,0.0,0.0,1.0,0.0,113.0,687.0
flat,ireo uptown,sector 66,2.4,13065.0,3.0,2.0,3,5.0,Relatively New,1700.0,0.0,1.0,0.0,0.0,0.0,1.0,156.0,612.3333333333334
flat,imperia the esfera,sector 37c,0.99,5455.0,3.0,5.0,3+,5.0,Relatively New,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,605.0
flat,shri banke bihari society,sector 56,1.35,9643.0,3.0,3.0,3+,4.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0,466.6666666666667
house,independent,sector 43,9.85,29642.0,5.0,5.0,2,3.0,Old Property,3323.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0,664.6
flat,mapsko royale ville,sector 82,1.12,6257.0,3.0,3.0,2,12.0,Relatively New,1588.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0,596.6666666666666
house,independent,sector 13,0.9,11465.0,2.0,4.0,3,3.0,Moderately Old,785.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,392.5
flat,apex our homes,sector 37c,0.33,3568.0,2.0,2.0,1,3.0,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,462.5
flat,bptp terra,sector 37d,1.55,7074.0,4.0,3.0,3+,19.0,Relatively New,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0,547.75
flat,experion windchants,sector 112,3.1,20667.0,2.0,2.0,3,9.0,Relatively New,1500.0,1.0,1.0,1.0,0.0,0.0,1.0,80.0,750.0
flat,experion the heartsong,sector 108,0.93,6078.0,2.0,3.0,3,10.0,Relatively New,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,765.0
flat,emaar mgf emerald floors premier,sector 65,3.5,17722.0,4.0,4.0,3,4.0,Relatively New,1975.0,0.0,1.0,0.0,0.0,0.0,1.0,114.0,493.75
flat,ss the leaf,sector 85,1.11,6852.0,2.0,2.0,3,8.0,Relatively New,1630.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,810.0
flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2.0,2.0,3,2.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
house,independent,sector 43,27.5,24366.0,6.0,7.0,3+,3.0,Relatively New,11286.0,1.0,1.0,0.0,1.0,1.0,1.0,42.0,1881.0
flat,paras dews,sector 106,1.2,11605.0,3.0,3.0,3,12.0,Relatively New,1145.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0,344.6666666666667
flat,eldeco accolade,sohna road,0.96,6571.0,2.0,2.0,3+,14.0,Relatively New,1131.0,1.0,0.0,0.0,0.0,0.0,0.0,151.0,730.5
flat,ansal api sushant estate,sector 52,0.29,11600.0,1.0,1.0,No,0.0,Moderately Old,278.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,250.0
flat,unitech the residences,sector 33,1.1,9910.0,2.0,2.0,3,9.0,Moderately Old,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,555.0
house,independent,sector 12,0.9,13333.0,2.0,4.0,0,2.0,Old Property,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.5
flat,experion the heartsong,sector 108,1.65,8238.0,3.0,4.0,3,3.0,Moderately Old,1771.32,1.0,0.0,0.0,0.0,0.0,1.0,75.0,667.6666666666666
flat,smart world gems,sector 89,1.05,9519.0,2.0,2.0,2,4.0,Under Construction,1103.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,551.5
flat,imperia the esfera,sector 37c,0.95,5702.0,2.0,2.0,No,17.0,Under Construction,1578.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,833.0
flat,ireo uptown,sector 66,1.5,11219.0,2.0,3.0,3,1.0,Relatively New,1330.0,0.0,1.0,0.0,0.0,1.0,1.0,79.0,668.5
flat,signature global solera,sector 107,0.52,8062.0,3.0,2.0,2,5.0,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,215.0
flat,shyamkunj ashok vihar pahse 2,sector 3 phase 2,0.3,4444.0,2.0,2.0,1,1.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,337.5
flat,godrej nature plus,sector 33,1.75,8768.0,3.0,3.0,No,2.0,Under Construction,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,665.3333333333334
flat,dnha cghs,sector 1,0.85,3864.0,3.0,3.0,No,5.0,Moderately Old,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.3333333333334
flat,smart world orchard,sector 61,2.6,14723.0,3.0,3.0,2,2.0,New Property,1766.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,588.6666666666666
flat,supertech hues,sector 68,0.9,7627.0,2.0,2.0,2,1.0,New Property,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,590.0
house,independent,sector 15,1.8,10000.0,4.0,3.0,1,1.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,450.0
house,independent,sector 26,18.25,18250.0,7.0,9.0,3+,4.0,Relatively New,11111.0,1.0,1.0,1.0,1.0,0.0,1.0,77.0,1428.571428571429
flat,hcbs sports ville,sohna road,0.24,7407.0,1.0,1.0,2,1.0,New Property,360.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,324.0
flat,ireo skyon,sector 60,2.85,13936.0,3.0,4.0,3+,5.0,Relatively New,2045.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,681.6666666666666
flat,sobha city,sector 108,3.95,16859.0,3.0,5.0,2,15.0,New Property,2343.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0,781.0
flat,ramprastha primera,sector 37d,1.02,6000.0,3.0,2.0,3,22.0,Under Construction,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,566.6666666666666
flat,umang monsoon breeze,sector 78,1.15,5285.0,3.0,3.0,3,9.0,Moderately Old,1969.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,725.3333333333334
flat,bptp terra,sector 37d,1.78,8124.0,4.0,3.0,3,10.0,Relatively New,1983.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,547.75
flat,godrej nature plus,sector 33,1.25,9025.0,2.0,2.0,3,17.0,Under Construction,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,692.5
flat,puri diplomatic greens,sector 111,2.65,13590.0,3.0,4.0,2,7.0,Relatively New,2086.0,0.0,1.0,0.0,0.0,0.0,1.0,159.0,650.0
flat,trisara our homes 3,sohna road,0.36,5980.0,2.0,2.0,1,1.0,New Property,522.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,301.0
flat,aipl club residences,sector 70a,1.27,9777.0,2.0,2.0,3+,24.0,Relatively New,1449.0,0.0,0.0,0.0,0.0,1.0,1.0,113.0,649.5
house,independent,sector 9,0.35,9722.0,2.0,2.0,1,2.0,Old Property,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
house,independent,sector 57,6.25,2778.0,9.0,9.0,3+,3.0,New Property,2660.0,0.0,1.0,0.0,0.0,0.0,1.0,61.0,2499.777777777778
flat,tulip violet,sector 69,1.66,10134.0,3.0,3.0,2,0.0,Relatively New,1482.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,546.0
flat,chanderlok society,sector 28,0.9,7235.0,4.0,2.0,3+,1.0,Old Property,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0
flat,vatika emilia floors,sector 83,0.65,6190.0,2.0,2.0,2,1.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,525.0
flat,sare crescent parc,sector 92,0.7,5556.0,3.0,3.0,2,14.0,Under Construction,140.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,420.0
flat,ss the leaf,sector 85,1.75,7267.0,3.0,4.0,3,8.0,Relatively New,2179.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,802.6666666666666
flat,mittal surya vihar,sector 21,0.8,7080.0,2.0,2.0,2,6.0,Old Property,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0
flat,godrej summit,sector 104,1.35,5015.0,4.0,5.0,3+,0.0,Relatively New,2991.0,1.0,1.0,1.0,1.0,0.0,0.0,88.0,673.0
flat,spaze privy at,sector 84,1.35,9643.0,3.0,3.0,3,7.0,Relatively New,1750.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,466.6666666666667
flat,bptp mansions park prime,sector 66,2.7,9768.0,4.0,4.0,3,6.0,Relatively New,2501.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,691.0
flat,dlf regal gardens,sector 90,1.8,7223.0,4.0,4.0,3+,7.0,Moderately Old,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,623.0
flat,paras dews,sector 106,1.25,10656.0,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0,391.0
house,independent,sector 25,16.0,26667.0,6.0,5.0,2,3.0,Relatively New,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
house,international city by sobha phase 2,sector 109,10.0,27778.0,4.0,5.0,3+,2.0,New Property,3600.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0,900.0
flat,smart world gems,sector 89,1.16,8152.0,3.0,3.0,2,3.0,Under Construction,1581.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,474.3333333333333
flat,pyramid elite,sector 86,0.45,7745.0,2.0,2.0,1,4.0,Under Construction,646.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,290.5
flat,elan mercado,sector 80,0.85,12409.0,1.0,1.0,1,15.0,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,685.0
flat,shree vardhman flora,sector 90,0.65,4815.0,2.0,2.0,3,10.0,Moderately Old,1222.0,1.0,0.0,0.0,0.0,0.0,1.0,83.0,675.0
flat,bestech park view residency,sector 2,0.95,6709.0,2.0,2.0,3,10.0,Old Property,1573.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,708.0
flat,imperia elvedor,sector 37c,0.55,8221.0,1.0,1.0,No,5.0,Relatively New,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0
flat,adani m2k oyster grande,sector 102,1.8,9529.0,3.0,4.0,3,17.0,Relatively New,1710.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,629.6666666666666
flat,smriti apartment,sector 56,0.6,10000.0,1.0,1.0,1,2.0,Moderately Old,543.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,600.0
flat,antriksh heights,sector 84,1.05,5012.0,4.0,4.0,3+,3.0,New Property,1896.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,523.75
flat,mahindra luminare,sector 59,5.8,19174.0,3.0,4.0,3,16.0,New Property,3361.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,1008.3333333333334
flat,shree vardhman victoria,sector 70,1.65,8462.0,3.0,3.0,2,6.0,Relatively New,2167.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,650.0
flat,sukhshanti apartment,sector 56,1.65,7006.0,3.0,3.0,3+,5.0,Moderately Old,2131.0,1.0,0.0,0.0,0.0,0.0,1.0,134.0,785.0
flat,rof ananda,sector 95,0.25,6579.0,1.0,1.0,1,4.0,New Property,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0
flat,tulip violet,sector 69,1.4,8917.0,3.0,3.0,1,12.0,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,523.3333333333334
flat,ambience creacions,sector 22,1.99,15547.0,2.0,2.0,2,9.0,New Property,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,640.0
flat,shree vardhman flora,sector 90,0.75,5769.0,2.0,2.0,3,8.0,Relatively New,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,650.0
house,vipul tatvam villa,sector 48,8.2,25309.0,3.0,3.0,2,2.0,Moderately Old,3240.0,1.0,1.0,0.0,1.0,0.0,2.0,160.0,1080.0
house,emaar mgf marbella,sector 66,12.0,37037.0,5.0,5.0,3+,3.0,New Property,3240.0,0.0,1.0,1.0,1.0,0.0,1.0,106.0,648.0
